Distance,3min,3min_sim,6min,6min_sim,10min,10min_sim,15min,15min_sim,50min_sim,100min_sim,200min_sim,
2.99414e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60096e+01,1.65812e+01,
3.00094e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60091e+01,1.65713e+01,
3.00774e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60087e+01,1.65614e+01,
3.01454e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60082e+01,1.65516e+01,
3.02134e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60078e+01,1.65419e+01,
3.02814e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60074e+01,1.65322e+01,
3.03364e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60071e+01,1.65245e+01,
3.03899e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60068e+01,1.65170e+01,
3.04544e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60065e+01,1.65080e+01,
3.05211e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60061e+01,1.64988e+01,
3.05729e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60059e+01,1.64918e+01,
3.06339e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60056e+01,1.64835e+01,
3.06995e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60053e+01,1.64747e+01,
3.07510e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60051e+01,1.64678e+01,
3.08190e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60049e+01,1.64588e+01,
3.08870e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60046e+01,1.64499e+01,
3.09550e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60044e+01,1.64411e+01,
3.10230e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60041e+01,1.64324e+01,
3.10859e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60039e+01,1.64245e+01,
3.11469e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60037e+01,1.64168e+01,
3.12125e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60036e+01,1.64087e+01,
3.12640e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60034e+01,1.64024e+01,
3.13320e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60032e+01,1.63942e+01,
3.14000e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60031e+01,1.63861e+01,
3.14680e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60029e+01,1.63781e+01,
3.15360e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60028e+01,1.63702e+01,
3.15989e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60026e+01,1.63631e+01,
3.16398e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60025e+01,1.63585e+01,
3.16801e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60025e+01,1.63539e+01,
3.17255e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60024e+01,1.63489e+01,
3.17770e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60023e+01,1.63433e+01,
3.18450e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60022e+01,1.63360e+01,
3.19130e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60020e+01,1.63288e+01,
3.19810e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60019e+01,1.63217e+01,
3.20490e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60018e+01,1.63148e+01,
3.21119e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60017e+01,1.63085e+01,
3.21528e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60017e+01,1.63044e+01,
3.21931e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60016e+01,1.63005e+01,
3.22385e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60016e+01,1.62961e+01,
3.22900e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60015e+01,1.62913e+01,
3.23580e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60014e+01,1.62850e+01,
3.24260e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60014e+01,1.62788e+01,
3.24940e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60013e+01,1.62727e+01,
3.25620e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60012e+01,1.62669e+01,
3.26249e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60012e+01,1.62615e+01,
3.26658e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60011e+01,1.62581e+01,
3.27061e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60011e+01,1.62549e+01,
3.27515e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60010e+01,1.62512e+01,
3.28030e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60010e+01,1.62472e+01,
3.28710e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60010e+01,1.62420e+01,
3.29390e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60009e+01,1.62369e+01,
3.30070e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60009e+01,1.62320e+01,
3.30699e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60008e+01,1.62276e+01,
3.31310e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60008e+01,1.62234e+01,
3.31965e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60007e+01,1.62191e+01,
3.32480e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60007e+01,1.62158e+01,
3.33160e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60007e+01,1.62116e+01,
3.33840e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60006e+01,1.62076e+01,
3.34520e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60006e+01,1.62037e+01,
3.35200e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60006e+01,1.62000e+01,
3.35829e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60006e+01,1.61967e+01,
3.36440e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60005e+01,1.61936e+01,
3.37095e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60005e+01,1.61905e+01,
3.37610e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60005e+01,1.61881e+01,
3.38290e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60005e+01,1.61851e+01,
3.38970e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60005e+01,1.61823e+01,
3.39650e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60004e+01,1.61797e+01,
3.40330e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60004e+01,1.61772e+01,
3.40959e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60004e+01,1.61750e+01,
3.41570e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60004e+01,1.61731e+01,
3.42225e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60004e+01,1.61711e+01,
3.42740e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60004e+01,1.61697e+01,
3.43420e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60004e+01,1.61680e+01,
3.44100e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60004e+01,1.61664e+01,
3.44780e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60003e+01,1.61651e+01,
3.45460e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60003e+01,1.61638e+01,
3.46089e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60003e+01,1.61629e+01,
3.46700e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60003e+01,1.61621e+01,
3.47355e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60003e+01,1.61613e+01,
3.47870e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60003e+01,1.61609e+01,
3.48550e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60003e+01,1.61604e+01,
3.49179e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60003e+01,1.61602e+01,
3.49729e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60003e+01,1.61601e+01,
3.50000e+02,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60000e+01,1.60003e+01,1.61601e+01,
